sede_sise,distancia_km,cod_mod,nombre_colegio,gestion,tipo_gestion,provincia,distrito,direccion,latitud,longitud
SISE INDEPENDENCIA,4.87,1484377,SANTISIMO SACRAMENTO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON PACASMAYO 3694,-12.02555,-77.08595
SISE COMAS,3.9,1484443,2074 VIRGEN PEREGRINA DEL ROSARIO,P£blica de gesti¢n directa,Público,LIMA,SAN MARTIN DE PORRES,MZ E,-11.97756,-77.08883
SISE INDEPENDENCIA,3.5,1484443,2074 VIRGEN PEREGRINA DEL ROSARIO,P£blica de gesti¢n directa,Público,LIMA,SAN MARTIN DE PORRES,MZ E,-11.97756,-77.08883
SISE COMAS,4.92,1484500,PEDRO PABLO ATUSPARIA,Privada,Privado,LIMA,LOS OLIVOS,MZ 17A LOTE 14,-11.96763,-77.07706
SISE INDEPENDENCIA,3.17,1484500,PEDRO PABLO ATUSPARIA,Privada,Privado,LIMA,LOS OLIVOS,MZ 17A LOTE 14,-11.96763,-77.07706
SISE COMAS,1.88,1484617,VILLA AMERICA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ D LOTE 44,-11.9954,-77.0853
SISE INDEPENDENCIA,2.88,1484617,VILLA AMERICA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ D LOTE 44,-11.9954,-77.0853
SISE INDEPENDENCIA,3.11,1484625,ALEXANDER VON HUMBOLDT,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA UNIVERSITARIA MZ A LOTE 10-A,-11.96615,-77.0738
SISE COMAS,3.83,1484633,JUAN PABLO PEREGRINO DE LA PAZ,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ F LOTE 28-29,-11.97797,-77.08802
SISE INDEPENDENCIA,3.4,1484633,JUAN PABLO PEREGRINO DE LA PAZ,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ F LOTE 28-29,-11.97797,-77.08802
SISE COMAS,1.28,1484674,SAN JUAN DE DIOS DE LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,JIRON CAJAHUAMAN 823,-12.00696,-77.07008
SISE INDEPENDENCIA,2.19,1484674,SAN JUAN DE DIOS DE LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,JIRON CAJAHUAMAN 823,-12.00696,-77.07008
SISE COMAS,4.17,1484682,DANIEL COMBONI,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ E LOTE 5-6,-11.994694,-77.114929
SISE COMAS,3.14,1484724,LA INMACULADA CONCEPCION,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS FICUS 235,-12.00738,-77.05228
SISE INDEPENDENCIA,2.05,1484724,LA INMACULADA CONCEPCION,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS FICUS 235,-12.00738,-77.05228
SISE INDEPENDENCIA,1.74,1484823,GRUPO CIENTIFICO,Privada,Privado,LIMA,INDEPENDENCIA,CALLE L MZ V LOTE 19,-11.97605,-77.05271
SISE INDEPENDENCIA,4.26,1484856,CHRISTIAN BARNARD COLLEGE,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ E LOTE 12,-11.965887,-77.089615
SISE SAN JUAN DE LURIGANCHO,3.82,1484864,NUESTRA SE¥ORA DEL PERPETUO SOCORRO,Privada,Privado,LIMA,RIMAC,AVENIDA FRANCISCO PIZARRO 300,-12.03935,-77.0312
SISE SANTA BEATRIZ,4.29,1484864,NUESTRA SE¥ORA DEL PERPETUO SOCORRO,Privada,Privado,LIMA,RIMAC,AVENIDA FRANCISCO PIZARRO 300,-12.03935,-77.0312
SISE INDEPENDENCIA,4.84,1485291,CYGNUS,Privada,Privado,LIMA,LOS OLIVOS,CALLE 1 MZ K LOTE 3,-11.95143,-77.0795
SISE INDEPENDENCIA,4.71,1485382,EL NAZARENO,Privada,Privado,LIMA,RIMAC,AVENIDA AMANCAES 873,-12.02134,-77.02994
SISE SAN JUAN DE LURIGANCHO,2.82,1485382,EL NAZARENO,Privada,Privado,LIMA,RIMAC,AVENIDA AMANCAES 873,-12.02134,-77.02994
SISE COMAS,4.37,1485440,MARKHAM,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ B LOTE 1-3,-11.98714,-77.11209
SISE COMAS,2.98,1485523,CRUZ SACO,Privada,Privado,LIMA,LOS OLIVOS,JIRON CARLOS SALAVERRY 3816-3820,-11.98971,-77.06518
SISE INDEPENDENCIA,0.63,1485523,CRUZ SACO,Privada,Privado,LIMA,LOS OLIVOS,JIRON CARLOS SALAVERRY 3816-3820,-11.98971,-77.06518
SISE COMAS,3.62,1485531,MIGUEL GRAU,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE LAS MORAS 243,-11.986724,-77.059421
SISE INDEPENDENCIA,0.39,1485531,MIGUEL GRAU,Privada,Privado,LIMA,SAN MARTIN DE PORRES,CALLE LAS MORAS 243,-11.986724,-77.059421
SISE COMAS,2.27,1485549,JUAN XXIII,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA ALFREDO MENDIOLA 1542,-12.01206,-77.05993
SISE INDEPENDENCIA,2.42,1485549,JUAN XXIII,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA ALFREDO MENDIOLA 1542,-12.01206,-77.05993
SISE COMAS,2.24,1485614,SANTA MARIA DE FATIMA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 48,-11.99352,-77.0896
SISE INDEPENDENCIA,3.31,1485614,SANTA MARIA DE FATIMA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 48,-11.99352,-77.0896
SISE COMAS,3.03,1485622,SAN PABLO,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS GUINDAS 102,-12.00344,-77.0542
SISE INDEPENDENCIA,1.57,1485622,SAN PABLO,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS GUINDAS 102,-12.00344,-77.0542
SISE COMAS,4.52,1485648,CIUDAD DE LOS REYES,Privada,Privado,LIMA,LOS OLIVOS,JIRON PEDRO HELMES MZ K1 LOTE 38,-11.97158,-77.07391
SISE INDEPENDENCIA,2.61,1485648,CIUDAD DE LOS REYES,Privada,Privado,LIMA,LOS OLIVOS,JIRON PEDRO HELMES MZ K1 LOTE 38,-11.97158,-77.07391
SISE INDEPENDENCIA,3.83,1485671,SAN LUIS GONZAGA SCHOOL,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA SAN GENARO 155,-11.95634,-77.06569
SISE COMAS,2.49,1485762,UNIVERSITY SCHOOL LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,JIRON GRANATE MZ G LOTE 8,-11.98933,-77.0798
SISE INDEPENDENCIA,2.22,1485762,UNIVERSITY SCHOOL LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,JIRON GRANATE MZ G LOTE 8,-11.98933,-77.0798
SISE INDEPENDENCIA,3.56,1486018,2022 PEDRO ABRAHAM VALDELOMAR PINTO,P£blica de gesti¢n directa,Público,LIMA,LOS OLIVOS,AVENIDA HUANDOY S/N,-11.96328,-77.07692
SISE COMAS,1.52,1486182,INGENIERIA SAN MARTIN DE PORRES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON JUAN PICHER 168,-11.99888,-77.08572
SISE INDEPENDENCIA,3.02,1486182,INGENIERIA SAN MARTIN DE PORRES,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON JUAN PICHER 168,-11.99888,-77.08572
SISE COMAS,1.89,1486190,MATFISQUI,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON CAJAMARCA 3959- A,-12.026013,-77.090203
SISE COMAS,4.21,1486257,SAN REMO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 7-8,-11.9953,-77.115633
SISE INDEPENDENCIA,4.07,1486265,MODELO SAN CARLOS,Privada,Privado,LIMA,LOS OLIVOS,CALLE SAN RODOLFO 6265 ETAPA II,-11.9561,-77.072733
SISE COMAS,4.31,1486711,SANTO DOMINGO EL PREDICADOR,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ A LOTE 3-4,-11.975037,-77.093511
SISE INDEPENDENCIA,4.08,1486711,SANTO DOMINGO EL PREDICADOR,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ A LOTE 3-4,-11.975037,-77.093511
SISE COMAS,1.91,1486950,CESAR VALLEJO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,"CALLE CINCO MZ E LOTE 4,5,9,10,11,12, ETAPA II",-11.9979,-77.0912
SISE INDEPENDENCIA,3.56,1486950,CESAR VALLEJO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,"CALLE CINCO MZ E LOTE 4,5,9,10,11,12, ETAPA II",-11.9979,-77.0912
SISE COMAS,3.97,1487040,3054 VIRGEN DE LAS MERCEDES,P£blica de gesti¢n directa,Público,LIMA,SAN MARTIN DE PORRES,PARQUE 1 MZ F-G,-11.9913,-77.1107
SISE INDEPENDENCIA,4.66,1487065,EL NAZARENO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ U LOTE 20-21,-11.9633,-77.0922
SISE COMAS,2.67,1487339,CHRISTIAN BARNARD,Privada,Privado,LIMA,LOS OLIVOS,JIRON ZAFIRO MZ B LOTE 5,-11.98805,-77.07667
SISE INDEPENDENCIA,1.9,1487339,CHRISTIAN BARNARD,Privada,Privado,LIMA,LOS OLIVOS,JIRON ZAFIRO MZ B LOTE 5,-11.98805,-77.07667
SISE COMAS,4.26,1487388,EL MESIAS,Privada,Privado,LIMA,LOS OLIVOS,MZ C LOTE 28,-11.9764,-77.06543
SISE INDEPENDENCIA,1.68,1487388,EL MESIAS,Privada,Privado,LIMA,LOS OLIVOS,MZ C LOTE 28,-11.9764,-77.06543
SISE COMAS,2.92,1487412,MARIA Y JOSE DE LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA UNIVERSITARIA CDRA 42 MZ G LOTE 15,-11.98552,-77.07902
SISE INDEPENDENCIA,2.2,1487412,MARIA Y JOSE DE LOS OLIVOS,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA UNIVERSITARIA CDRA 42 MZ G LOTE 15,-11.98552,-77.07902
SISE INDEPENDENCIA,4.99,1487537,SAN ANTONIO DEL RIMAC,Privada,Privado,LIMA,RIMAC,CALLE CATORCE 280-284,-12.02588,-77.03146
SISE SAN JUAN DE LURIGANCHO,3.1,1487537,SAN ANTONIO DEL RIMAC,Privada,Privado,LIMA,RIMAC,CALLE CATORCE 280-284,-12.02588,-77.03146
SISE COMAS,0.62,1487552,FRIEDERICH GAUSS,Privada,Privado,LIMA,LOS OLIVOS,MZ B LOTE 30,-12.00735,-77.07723
SISE INDEPENDENCIA,2.72,1487552,FRIEDERICH GAUSS,Privada,Privado,LIMA,LOS OLIVOS,MZ B LOTE 30,-12.00735,-77.07723
SISE INDEPENDENCIA,4.7,1487784,NUESTRA SE¥ORA DEL ROSARIO DEL RIMAC,Privada,Privado,LIMA,RIMAC,JIRON MONITOR HUASCAR 350,-12.02619,-77.03658
SISE SAN JUAN DE LURIGANCHO,3.64,1487784,NUESTRA SE¥ORA DEL ROSARIO DEL RIMAC,Privada,Privado,LIMA,RIMAC,JIRON MONITOR HUASCAR 350,-12.02619,-77.03658
SISE COMAS,3.21,1487792,AMERICANA,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS JAZMINES 171,-12.00132,-77.05321
SISE INDEPENDENCIA,1.4,1487792,AMERICANA,Privada,Privado,LIMA,INDEPENDENCIA,AVENIDA LOS JAZMINES 171,-12.00132,-77.05321
SISE COMAS,3.74,1487818,CRUZ SACO DE UNIVERSITARIA,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA NARANJAL 851,-11.978824,-77.073601
SISE INDEPENDENCIA,2.0,1487818,CRUZ SACO DE UNIVERSITARIA,Privada,Privado,LIMA,LOS OLIVOS,AVENIDA NARANJAL 851,-11.978824,-77.073601
SISE INDEPENDENCIA,4.7,1487933,BAUTISTA,Privada,Privado,LIMA,RIMAC,AVENIDA AMANCAES 701,-12.021983,-77.030867
SISE SAN JUAN DE LURIGANCHO,2.93,1487933,BAUTISTA,Privada,Privado,LIMA,RIMAC,AVENIDA AMANCAES 701,-12.021983,-77.030867
SISE COMAS,3.9,1487990,ROMA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CANTA CALLAO MZ B LOTE 15,-11.97962,-77.09518
SISE INDEPENDENCIA,4.07,1487990,ROMA,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CANTA CALLAO MZ B LOTE 15,-11.97962,-77.09518
SISE COMAS,2.37,1488295,COLLEGE SAINT MARYS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON SANTA MARIA ANTONIETA 202,-12.0223,-77.0619
SISE INDEPENDENCIA,3.57,1488295,COLLEGE SAINT MARYS,Privada,Privado,LIMA,SAN MARTIN DE PORRES,JIRON SANTA MARIA ANTONIETA 202,-12.0223,-77.0619
SISE COMAS,4.9,1488410,REINA DE LA PAZ,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ B LOTE 8-9 ETAPA I,-11.96867,-77.09053
SISE INDEPENDENCIA,4.15,1488410,REINA DE LA PAZ,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ B LOTE 8-9 ETAPA I,-11.96867,-77.09053
SISE COMAS,3.26,1488469,CORAZON DE CRISTO MORADO,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS AMAPOLAS 140,-11.99827,-77.05413
SISE INDEPENDENCIA,1.06,1488469,CORAZON DE CRISTO MORADO,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS AMAPOLAS 140,-11.99827,-77.05413
SISE COMAS,3.7,1488477,AMISTAD,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CANTA CALLAO MZ D LOTE 37,-11.9868,-77.1034
SISE INDEPENDENCIA,4.8,1488477,AMISTAD,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA CANTA CALLAO MZ D LOTE 37,-11.9868,-77.1034
SISE COMAS,4.66,1488527,VIRGEN DEL ROSARIO DEL NARANJAL,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ C LOTE 6-7-8-16-17-18,-11.97604,-77.10321
SISE COMAS,2.63,1488535,REINO DE LOS CIELOS DE VALDIVIEZO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA JAVIER DE LUNA PIZARRO 441,-12.02749,-77.0628
SISE INDEPENDENCIA,4.16,1488535,REINO DE LOS CIELOS DE VALDIVIEZO,Privada,Privado,LIMA,SAN MARTIN DE PORRES,AVENIDA JAVIER DE LUNA PIZARRO 441,-12.02749,-77.0628
SISE COMAS,3.14,1488543,IZAGUIRRE DE ARIEL,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS GUINDAS 184,-12.00326,-77.05318
SISE INDEPENDENCIA,1.59,1488543,IZAGUIRRE DE ARIEL,Privada,Privado,LIMA,INDEPENDENCIA,CALLE LAS GUINDAS 184,-12.00326,-77.05318
SISE COMAS,2.54,1488634,KENZIT SMP,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ N LOTE 18,-11.98885,-77.08194
SISE INDEPENDENCIA,2.46,1488634,KENZIT SMP,Privada,Privado,LIMA,SAN MARTIN DE PORRES,MZ N LOTE 18,-11.98885,-77.08194
SISE SAN JUAN DE LURIGANCHO,2.87,1488659,EMANUEL & DEZA SCHOOL- KENZIT,Privada,Privado,LIMA,RIMAC,CALLE REAL AUDIENCIA 551,-12.0271,-77.0287
SISE SAN MIGUEL,1.45,0245670,MIGUEL GRAU,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,JIRON LIBERTAD 1025,-12.0895,-77.06857
SISE SANTA BEATRIZ,3.79,0245670,MIGUEL GRAU,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,JIRON LIBERTAD 1025,-12.0895,-77.06857
SISE CANTUARIAS,4.33,0449496,SOR ROSA LARRABURE,Privada,Privado,LIMA,MAGDALENA DEL MAR,CALLE SAMUEL VELARDE 110,-12.10055,-77.05948
SISE SAN MIGUEL,3.02,0449496,SOR ROSA LARRABURE,Privada,Privado,LIMA,MAGDALENA DEL MAR,CALLE SAMUEL VELARDE 110,-12.10055,-77.05948
SISE SANTA BEATRIZ,3.61,0449496,SOR ROSA LARRABURE,Privada,Privado,LIMA,MAGDALENA DEL MAR,CALLE SAMUEL VELARDE 110,-12.10055,-77.05948
SISE SAN MIGUEL,1.24,0449819,072 SAN MARTIN DE PORRES,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,AVENIDA INDEPENDENCIA 1277,-12.08718,-77.06889
SISE SANTA BEATRIZ,3.74,0449819,072 SAN MARTIN DE PORRES,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,AVENIDA INDEPENDENCIA 1277,-12.08718,-77.06889
SISE SAN MIGUEL,1.49,0582320,ROSENTHAL DE LA PUENTE,Privada,Privado,LIMA,MAGDALENA DEL MAR,AVENIDA BENITO LAZO 575,-12.09258,-77.07371
SISE SANTA BEATRIZ,4.43,0582320,ROSENTHAL DE LA PUENTE,Privada,Privado,LIMA,MAGDALENA DEL MAR,AVENIDA BENITO LAZO 575,-12.09258,-77.07371
SISE SAN MIGUEL,1.04,0601856,ANGELICA RECHARTE,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON CASTILLA 983,-12.08782,-77.07268
SISE SANTA BEATRIZ,4.15,0601856,ANGELICA RECHARTE,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON CASTILLA 983,-12.08782,-77.07268
SISE CANTUARIAS,4.88,0643965,ATUSPARIA,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON CMTE. JIMENEZ 244,-12.0943,-77.06116
SISE SAN MIGUEL,2.39,0643965,ATUSPARIA,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON CMTE. JIMENEZ 244,-12.0943,-77.06116
SISE SANTA BEATRIZ,3.31,0643965,ATUSPARIA,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON CMTE. JIMENEZ 244,-12.0943,-77.06116
SISE SAN MIGUEL,1.79,0751230,1088 FRANCISCO BOLOGNESI,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,AVENIDA SUCRE 445,-12.0949,-77.07184
SISE SANTA BEATRIZ,4.35,0751230,1088 FRANCISCO BOLOGNESI,P£blica de gesti¢n directa,Público,LIMA,MAGDALENA DEL MAR,AVENIDA SUCRE 445,-12.0949,-77.07184
SISE CANTUARIAS,3.43,0314476,SAN AGUSTIN,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA JAVIER PRADO ESTE 980,-12.09073,-77.02077
SISE SANTA BEATRIZ,2.19,0314476,SAN AGUSTIN,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA JAVIER PRADO ESTE 980,-12.09073,-77.02077
SISE CANTUARIAS,2.46,0340224,1071 ALFONSO UGARTE,P£blica de gesti¢n directa,Público,LIMA,SAN ISIDRO,AVENIDA PASEO DE LA REPUBLICA 3530,-12.099079,-77.026985
SISE SANTA BEATRIZ,2.57,0340224,1071 ALFONSO UGARTE,P£blica de gesti¢n directa,Público,LIMA,SAN ISIDRO,AVENIDA PASEO DE LA REPUBLICA 3530,-12.099079,-77.026985
SISE CANTUARIAS,3.99,0340570,CRISTO REDENTOR,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA JUAN DELLIPIANI 151,-12.09918,-77.05464
SISE SAN MIGUEL,3.28,0340570,CRISTO REDENTOR,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA JUAN DELLIPIANI 151,-12.09918,-77.05464
SISE SANTA BEATRIZ,3.14,0340570,CRISTO REDENTOR,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA JUAN DELLIPIANI 151,-12.09918,-77.05464
SISE CANTUARIAS,3.62,0343509,LEON PINELO,Privada,Privado,LIMA,SAN ISIDRO,CALLE MAIMONIDES 610,-12.102417,-77.052896
SISE SAN MIGUEL,3.67,0343509,LEON PINELO,Privada,Privado,LIMA,SAN ISIDRO,CALLE MAIMONIDES 610,-12.102417,-77.052896
SISE SANTA BEATRIZ,3.31,0343509,LEON PINELO,Privada,Privado,LIMA,SAN ISIDRO,CALLE MAIMONIDES 610,-12.102417,-77.052896
SISE CANTUARIAS,1.85,0343558,MARIA REINA MARIANISTAS,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA PARDO Y ALIAGA 321,-12.108165,-77.036264
SISE SANTA BEATRIZ,3.39,0343558,MARIA REINA MARIANISTAS,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA PARDO Y ALIAGA 321,-12.108165,-77.036264
SISE CANTUARIAS,3.82,0424812,ISABEL FLORES DE OLIVA,Privada,Privado,LIMA,SAN ISIDRO,CALLE DELLEPIANE 530,-12.10351,-77.05583
SISE SAN MIGUEL,3.53,0424812,ISABEL FLORES DE OLIVA,Privada,Privado,LIMA,SAN ISIDRO,CALLE DELLEPIANE 530,-12.10351,-77.05583
SISE SANTA BEATRIZ,3.6,0424812,ISABEL FLORES DE OLIVA,Privada,Privado,LIMA,SAN ISIDRO,CALLE DELLEPIANE 530,-12.10351,-77.05583
SISE CANTUARIAS,2.16,0449454,SANTA ROSA,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA PROLONG ARENALES 420,-12.1032,-77.0332
SISE SANTA BEATRIZ,2.85,0449454,SANTA ROSA,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA PROLONG ARENALES 420,-12.1032,-77.0332
SISE CANTUARIAS,4.68,0449520,SAGRADO CORAZON SOPHIANUM,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA SALAVERRY 2100,-12.08606,-77.04934
SISE SAN MIGUEL,3.12,0449520,SAGRADO CORAZON SOPHIANUM,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA SALAVERRY 2100,-12.08606,-77.04934
SISE SANTA BEATRIZ,1.73,0449520,SAGRADO CORAZON SOPHIANUM,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA SALAVERRY 2100,-12.08606,-77.04934
SISE CANTUARIAS,3.01,0449538,DE LOS SAGRADOS CORAZONES BELEN,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALVAREZ CALDERON 761,-12.10346,-77.04653
SISE SAN MIGUEL,4.26,0449538,DE LOS SAGRADOS CORAZONES BELEN,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALVAREZ CALDERON 761,-12.10346,-77.04653
SISE SANTA BEATRIZ,3.09,0449538,DE LOS SAGRADOS CORAZONES BELEN,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALVAREZ CALDERON 761,-12.10346,-77.04653
SISE CANTUARIAS,2.87,0449975,REINA DE LA PAZ,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALFREDO SALAZAR 1290,-12.10651,-77.04741
SISE SAN MIGUEL,4.41,0449975,REINA DE LA PAZ,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALFREDO SALAZAR 1290,-12.10651,-77.04741
SISE SANTA BEATRIZ,3.44,0449975,REINA DE LA PAZ,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA ALFREDO SALAZAR 1290,-12.10651,-77.04741
SISE SAN MIGUEL,1.84,0911552,SAN JUAN MARIA VIANNEY,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON RICARDO REY BASADRE 158,-12.09347,-77.06797
SISE SANTA BEATRIZ,3.9,0911552,SAN JUAN MARIA VIANNEY,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON RICARDO REY BASADRE 158,-12.09347,-77.06797
SISE CANTUARIAS,2.56,0827022,NUESTRA SE¥ORA DE LA LUZ,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA REPUBLICA DE COLOMBIA 460,-12.0986,-77.02999
SISE SANTA BEATRIZ,2.41,0827022,NUESTRA SE¥ORA DE LA LUZ,Privada,Privado,LIMA,SAN ISIDRO,AVENIDA REPUBLICA DE COLOMBIA 460,-12.0986,-77.02999
SISE SAN MIGUEL,1.9,0827469,NUESTRA SE¥ORA DE LA PAZ,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON TACNA 250,-12.09633,-77.07322
SISE SANTA BEATRIZ,4.56,0827469,NUESTRA SE¥ORA DE LA PAZ,Privada,Privado,LIMA,MAGDALENA DEL MAR,JIRON TACNA 250,-12.09633,-77.07322
SISE CANTUARIAS,4.13,0827113,BERKELEY SCHOOL,Privada,Privado,LIMA,SAN ISIDRO,JIRON JUAN ELESPURU 402,-12.09638,-77.05388
SISE SAN MIGUEL,3.15,0827113,BERKELEY SCHOOL,Privada,Privado,LIMA,SAN ISIDRO,JIRON JUAN ELESPURU 402,-12.09638,-77.05388
SISE SANTA BEATRIZ,2.85,0827113,BERKELEY SCHOOL,Privada,Privado,LIMA,SAN ISIDRO,JIRON JUAN ELESPURU 402,-12.09638,-77.05388
SISE COMAS,4.69,0334656,0040 HIPOLITO UNANUE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ELVIRA GARCIA Y GARCIA S/N,-12.05265,-77.0704
SISE SAN MIGUEL,3.1,0334656,0040 HIPOLITO UNANUE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ELVIRA GARCIA Y GARCIA S/N,-12.05265,-77.0704
SISE SANTA BEATRIZ,4.67,0334656,0040 HIPOLITO UNANUE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ELVIRA GARCIA Y GARCIA S/N,-12.05265,-77.0704
SISE COMAS,4.07,0334706,MERCEDES CABELLO DE CARBONERA,P£blica de gesti¢n directa,Público,LIMA,RIMAC,AVENIDA TUPAC AMARU 150-220,-12.0262,-77.0464
SISE INDEPENDENCIA,4.24,0334706,MERCEDES CABELLO DE CARBONERA,P£blica de gesti¢n directa,Público,LIMA,RIMAC,AVENIDA TUPAC AMARU 150-220,-12.0262,-77.0464
SISE SAN JUAN DE LURIGANCHO,4.68,0334706,MERCEDES CABELLO DE CARBONERA,P£blica de gesti¢n directa,Público,LIMA,RIMAC,AVENIDA TUPAC AMARU 150-220,-12.0262,-77.0464
SISE SAN JUAN DE LURIGANCHO,3.78,0334730,PNP CAP. ALIPIO PONCE VASQUEZ,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA SEBASTIAN LORENTE 769,-12.050325,-77.012703
SISE SANTA BEATRIZ,3.95,0334730,PNP CAP. ALIPIO PONCE VASQUEZ,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA SEBASTIAN LORENTE 769,-12.050325,-77.012703
SISE SAN JUAN DE LURIGANCHO,3.73,0334748,PNP TUPAC AMARU,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA SEBASTIAN LORENTE 731,-12.04982,-77.01277
SISE SANTA BEATRIZ,3.99,0334748,PNP TUPAC AMARU,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA SEBASTIAN LORENTE 731,-12.04982,-77.01277
SISE SAN MIGUEL,4.74,0336495,NUESTRA SE¥ORA DE GUADALUPE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ALFONSO UGARTE 1227,-12.05502,-77.04175
SISE SANTA BEATRIZ,2.6,0336495,NUESTRA SE¥ORA DE GUADALUPE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ALFONSO UGARTE 1227,-12.05502,-77.04175
SISE SANTA BEATRIZ,4.19,0336511,105 PEDRO CORONADO ARRASCUE,P£blica de gesti¢n directa,Público,LIMA,LIMA,AVENIDA ALFONSO UGARTE 120,-12.04086,-77.0443
